epoch,age_output_accuracy,age_output_loss,emotion_output_accuracy,emotion_output_loss,ethnicity_output_accuracy,ethnicity_output_loss,gender_output_accuracy,gender_output_loss,learning_rate,loss,val_age_output_accuracy,val_age_output_loss,val_emotion_output_accuracy,val_emotion_output_loss,val_ethnicity_output_accuracy,val_ethnicity_output_loss,val_gender_output_accuracy,val_gender_output_loss,val_loss
10,0.5438244342803955,0.9265152215957642,0.43206846714019775,1.4887586832046509,0.7779017686843872,0.5482169985771179,0.8482887148857117,0.3372463285923004,0.0003000000142492354,2.327298641204834,0.48005953431129456,1.0753226280212402,0.41874998807907104,1.5032225847244263,0.7895833253860474,0.5380566120147705,0.7973214387893677,0.6289920210838318,2.5030016899108887
11,0.5484374761581421,0.9196107983589172,0.44181546568870544,1.465423583984375,0.7749255895614624,0.5464001297950745,0.8518601059913635,0.32895463705062866,0.0003000000142492354,2.2971155643463135,0.5580357313156128,0.9026668667793274,0.4139880836009979,1.494897484779358,0.7860119342803955,0.5379493236541748,0.8157737851142883,0.39876753091812134,2.337825298309326
12,0.5517113208770752,0.916656494140625,0.45252975821495056,1.4415825605392456,0.7768601179122925,0.5372793078422546,0.8537946343421936,0.32364657521247864,0.0003000000142492354,2.265644073486328,0.543154776096344,0.9337447881698608,0.4419642984867096,1.4535495042800903,0.7889881134033203,0.5447095036506653,0.805654764175415,0.49146774411201477,2.344142198562622
13,0.5534970164299011,0.9071599245071411,0.4627232253551483,1.4098138809204102,0.7835565209388733,0.5278058648109436,0.8570684790611267,0.31841111183166504,0.0003000000142492354,2.2228200435638428,0.5729166865348816,0.8876065015792847,0.43958333134651184,1.450488805770874,0.7946428656578064,0.5215063691139221,0.8166666626930237,0.38388311862945557,2.2708775997161865
14,0.566220223903656,0.891514241695404,0.4758928716182709,1.388417363166809,0.7864583134651184,0.5180560946464539,0.8605654835700989,0.31189069151878357,0.0003000000142492354,2.186769962310791,0.5568452477455139,0.9083104133605957,0.4511904716491699,1.4284913539886475,0.8047618865966797,0.5137365460395813,0.8098214268684387,0.4534771144390106,2.2777299880981445
15,0.5655505657196045,0.8937560319900513,0.48199403285980225,1.3699849843978882,0.7870535850524902,0.5104095935821533,0.8632440567016602,0.3042757213115692,0.0003000000142492354,2.1633505821228027,0.5690476298332214,0.8783714175224304,0.4610119163990021,1.4061155319213867,0.8077380657196045,0.4637790322303772,0.8770833611488342,0.2779357135295868,2.161017417907715
16,0.5665178298950195,0.8839622735977173,0.49456846714019775,1.3420177698135376,0.7911458611488342,0.5042853355407715,0.8642857074737549,0.3033558428287506,0.0003000000142492354,2.127147912979126,0.5732142925262451,0.8803841471672058,0.48571428656578064,1.3597434759140015,0.811904788017273,0.4540413022041321,0.8360118865966797,0.33682161569595337,2.12886381149292
17,0.5713541507720947,0.8844846487045288,0.4988839328289032,1.3203585147857666,0.793749988079071,0.49358224868774414,0.8706845045089722,0.2921697199344635,0.0003000000142492354,2.097043037414551,0.543749988079071,0.9580696821212769,0.46041667461395264,1.4547473192214966,0.7964285612106323,0.4822988510131836,0.8500000238418579,0.31426626443862915,2.2684097290039062
18,0.5757440328598022,0.8761008381843567,0.5161458253860474,1.295464038848877,0.7925595045089722,0.488954097032547,0.8674851059913635,0.29399317502975464,0.0003000000142492354,2.0661890506744385,0.5627976059913635,0.9123444557189941,0.4967261850833893,1.3415521383285522,0.800000011920929,0.4677773714065552,0.831845223903656,0.35045114159584045,2.1359872817993164
19,0.5803571343421936,0.8685809969902039,0.5209821462631226,1.2800275087356567,0.8000743985176086,0.48047786951065063,0.8710565567016602,0.2907238304615021,0.0003000000142492354,2.041774034500122,0.5895833373069763,0.8642951250076294,0.49047619104385376,1.3345133066177368,0.8211309313774109,0.42120739817619324,0.838690459728241,0.3334810137748718,2.078867197036743
20,0.581845223903656,0.8632821440696716,0.5288690328598022,1.2536827325820923,0.8022321462631226,0.4759364426136017,0.8733630776405334,0.28915897011756897,0.0003000000142492354,2.0100390911102295,0.5922619104385376,0.840402364730835,0.5077381134033203,1.33608078956604,0.8038690686225891,0.4820960760116577,0.8547618985176086,0.30861008167266846,2.0897207260131836
21,0.5888392925262451,0.8592048287391663,0.5355654954910278,1.236167311668396,0.7993303537368774,0.47282668948173523,0.872247040271759,0.2886691391468048,0.0003000000142492354,1.9887841939926147,0.6000000238418579,0.8404969573020935,0.5345237851142883,1.2227345705032349,0.8303571343421936,0.4050092399120331,0.8809523582458496,0.26386570930480957,1.9242169857025146
22,0.5834821462631226,0.8600031733512878,0.5432291626930237,1.2137336730957031,0.8073660731315613,0.4626205563545227,0.8773809671401978,0.2810826301574707,0.0003000000142492354,1.9593703746795654,0.5883928537368774,0.8580641150474548,0.4669642746448517,1.4449468851089478,0.8217262029647827,0.4152904748916626,0.8895833492279053,0.26074057817459106,2.1607160568237305
23,0.5938243865966797,0.8487120270729065,0.5523809790611267,1.1998099088668823,0.8094494342803955,0.4560825526714325,0.8738095164299011,0.2854316532611847,0.0003000000142492354,1.9378376007080078,0.5526785850524902,0.9230495095252991,0.500595211982727,1.379211187362671,0.8187500238418579,0.44122597575187683,0.8729166388511658,0.2752036452293396,2.140134334564209
24,0.5935267806053162,0.84942626953125,0.5625743865966797,1.1773759126663208,0.8122023940086365,0.44879621267318726,0.8751488327980042,0.28008440136909485,0.0003000000142492354,1.9105124473571777,0.5961309671401978,0.8343397974967957,0.5547618865966797,1.1792038679122925,0.831845223903656,0.4034983217716217,0.8544642925262451,0.2917134463787079,1.8831838369369507
25,0.5976934432983398,0.8391384482383728,0.566592276096344,1.161451816558838,0.8179315328598022,0.4475809335708618,0.8805803656578064,0.275713175535202,0.0003000000142492354,1.8875259160995483,0.5982142686843872,0.8553284406661987,0.524404764175415,1.309509038925171,0.8160714507102966,0.4540289342403412,0.8761904835700989,0.26011335849761963,2.039975166320801
26,0.6023065447807312,0.8328144550323486,0.5703125,1.1418718099594116,0.8144345283508301,0.44282978773117065,0.8778274059295654,0.2765744924545288,0.0003000000142492354,1.8626664876937866,0.6014881134033203,0.8295443058013916,0.4252976179122925,1.8761833906173706,0.8366071581840515,0.4038909375667572,0.8863095045089722,0.24916864931583405,2.566746234893799
27,0.6055059432983398,0.832051694393158,0.5854910612106323,1.117895245552063,0.8167410492897034,0.4349408447742462,0.8806547522544861,0.2740200161933899,0.0003000000142492354,1.8335977792739868,0.6196428537368774,0.8070980906486511,0.5467261672019958,1.245634913444519,0.8455356955528259,0.375593364238739,0.8898809552192688,0.24857817590236664,1.9086030721664429
28,0.6060267686843872,0.83308345079422,0.5857886672019958,1.1049079895019531,0.8206101059913635,0.42825421690940857,0.8826636672019958,0.2680438160896301,0.0003000000142492354,1.8159900903701782,0.5976190567016602,0.8448081016540527,0.5607143044471741,1.2143735885620117,0.8392857313156128,0.38582971692085266,0.8860118985176086,0.2517727315425873,1.8997085094451904
29,0.602529764175415,0.8268343210220337,0.5894345045089722,1.0968159437179565,0.8216517567634583,0.4254109561443329,0.8825148940086365,0.26963111758232117,0.0003000000142492354,1.803828239440918,0.6315476298332214,0.806195855140686,0.5613095164299011,1.17753005027771,0.8479166626930237,0.3836449384689331,0.8925595283508301,0.2447052150964737,1.8439264297485352
30,0.609002947807312,0.8240461945533752,0.6061756014823914,1.0708248615264893,0.8278273940086365,0.4151705801486969,0.8850446343421936,0.263444185256958,0.0003000000142492354,1.7694668769836426,0.6157737970352173,0.8106562495231628,0.5940476059913635,1.1431666612625122,0.8223214149475098,0.41998958587646484,0.882440447807312,0.24453450739383698,1.8314303159713745
31,0.6113839149475098,0.8187139630317688,0.6106398701667786,1.0510367155075073,0.8251488208770752,0.4161509871482849,0.882440447807312,0.26569727063179016,0.0003000000142492354,1.748178482055664,0.5639880895614624,0.8849403262138367,0.5747023820877075,1.1349369287490845,0.8476190567016602,0.37979161739349365,0.8788690567016602,0.2779179513454437,1.8472673892974854
32,0.6213541626930237,0.8058580160140991,0.6174851059913635,1.0289732217788696,0.8325892686843872,0.4068906903266907,0.882440447807312,0.2610813081264496,0.0003000000142492354,1.713672399520874,0.6074404716491699,0.836942732334137,0.5821428298950195,1.1698111295700073,0.831845223903656,0.43316903710365295,0.8729166388511658,0.2612130641937256,1.881386160850525
33,0.6216517686843872,0.8100523948669434,0.629092276096344,1.0154991149902344,0.8375744223594666,0.4053540527820587,0.8857142925262451,0.2624467611312866,0.0003000000142492354,1.701937198638916,0.6139881014823914,0.8272998332977295,0.5514881014823914,1.2032279968261719,0.8238095045089722,0.455780029296875,0.8669642806053162,0.27527958154678345,1.9278483390808105
34,0.619940459728241,0.8033361434936523,0.6331101059913635,0.9979003667831421,0.8313243985176086,0.4047575891017914,0.8883928656578064,0.2570236623287201,0.0003000000142492354,1.679054856300354,0.6363095045089722,0.7914085984230042,0.5910714268684387,1.0919280052185059,0.8535714149475098,0.36211317777633667,0.875,0.25587329268455505,1.7443907260894775
35,0.6221725940704346,0.8044568300247192,0.6363839507102966,0.9889612793922424,0.8379464149475098,0.39706867933273315,0.8875744342803955,0.2563406527042389,0.0003000000142492354,1.666626214981079,0.6035714149475098,0.8237635493278503,0.6431547403335571,0.9993361234664917,0.8550595045089722,0.35538411140441895,0.8806547522544861,0.25571408867836,1.6628074645996094
36,0.6282737851142883,0.793036162853241,0.6479910612106323,0.9609825611114502,0.8388392925262451,0.389230340719223,0.886904776096344,0.2575036883354187,0.0003000000142492354,1.6293671131134033,0.6366071701049805,0.7785763144493103,0.6297619342803955,1.0204507112503052,0.8541666865348816,0.3630756735801697,0.8642857074737549,0.28017571568489075,1.675370454788208
37,0.6251488327980042,0.7970438003540039,0.6498512029647827,0.9593931436538696,0.8424851298332214,0.3867512047290802,0.8863839507102966,0.2564174234867096,0.0003000000142492354,1.6282156705856323,0.6184523701667786,0.8097714185714722,0.5586309432983398,1.30327308177948,0.8523809313774109,0.3591459095478058,0.8913690447807312,0.23885895311832428,1.9547531604766846
38,0.6256696581840515,0.7918932437896729,0.6591517925262451,0.9329874515533447,0.844345211982727,0.3755497634410858,0.8877232074737549,0.2550458014011383,0.0003000000142492354,1.5932224988937378,0.6247023940086365,0.7954866886138916,0.6264880895614624,1.0511380434036255,0.8494047522544861,0.35705673694610596,0.8889880776405334,0.23291929066181183,1.6928365230560303
39,0.6294642686843872,0.7930266857147217,0.663095235824585,0.9231805205345154,0.8421130776405334,0.3811474144458771,0.8883928656578064,0.25127407908439636,0.0003000000142492354,1.5856497287750244,0.6348214149475098,0.7798816561698914,0.6238095164299011,1.0379151105880737,0.8651785850524902,0.3409205973148346,0.875595211982727,0.26139214634895325,1.6717493534088135
40,0.6261904835700989,0.7921848893165588,0.663467288017273,0.9143753051757812,0.8430803418159485,0.38308626413345337,0.8893601298332214,0.24949322640895844,0.0003000000142492354,1.5768587589263916,0.6363095045089722,0.7669541239738464,0.6598214507102966,0.9533726572990417,0.8797619342803955,0.31661027669906616,0.9023809432983398,0.2180207222700119,1.559048056602478
41,0.6345981955528259,0.7821793556213379,0.6706845164299011,0.8981220722198486,0.8495535850524902,0.36797547340393066,0.8918898701667786,0.2497149556875229,0.0003000000142492354,1.54811429977417,0.6336309313774109,0.7750311493873596,0.6282737851142883,1.049763560295105,0.819940447807312,0.47090116143226624,0.8696428537368774,0.2630422115325928,1.7477771043777466
42,0.6395089030265808,0.782025933265686,0.6753720045089722,0.893355667591095,0.8501487970352173,0.3706231713294983,0.8929315209388733,0.2473146915435791,0.0003000000142492354,1.5438745021820068,0.6309523582458496,0.7978382110595703,0.688095211982727,0.8807087540626526,0.8723214268684387,0.3180346190929413,0.8761904835700989,0.2558092176914215,1.514047384262085
43,0.637499988079071,0.7767704725265503,0.6781994104385376,0.8755041360855103,0.851190447807312,0.3628898859024048,0.8930059671401978,0.24285823106765747,0.0003000000142492354,1.5181916952133179,0.6532738208770752,0.7595040202140808,0.6169642806053162,1.078550934791565,0.8660714030265808,0.33966344594955444,0.8940476179122925,0.2452341914176941,1.7009799480438232
44,0.6409226059913635,0.7723495960235596,0.6873511672019958,0.8596804141998291,0.8533481955528259,0.3588862717151642,0.8962797522544861,0.24551311135292053,0.0003000000142492354,1.4989523887634277,0.651190459728241,0.7606295943260193,0.6535714268684387,0.9816849827766418,0.8726190328598022,0.32496702671051025,0.875,0.25600045919418335,1.5992463827133179
45,0.6432291865348816,0.764477550983429,0.6950892806053162,0.8460925817489624,0.8559523820877075,0.3509162962436676,0.8941964507102966,0.2426484078168869,0.0003000000142492354,1.4765841960906982,0.6065475940704346,0.8306049108505249,0.6666666865348816,0.9233348965644836,0.875,0.31800979375839233,0.8916666507720947,0.23174959421157837,1.5683120489120483
46,0.6488839387893677,0.7631450891494751,0.6950148940086365,0.8420140147209167,0.8576636910438538,0.35236114263534546,0.8938987851142883,0.23887458443641663,0.0003000000142492354,1.4714295864105225,0.65625,0.7406958341598511,0.6970238089561462,0.8557763695716858,0.850595235824585,0.380943238735199,0.9065476059913635,0.21578066051006317,1.4826971292495728
47,0.6451637148857117,0.7642284631729126,0.7002975940704346,0.8258143067359924,0.8540922403335571,0.35643506050109863,0.8906993865966797,0.24577157199382782,0.0003000000142492354,1.459877848625183,0.649404764175415,0.7568813562393188,0.6619047522544861,0.9673771262168884,0.8812500238418579,0.31335410475730896,0.9041666388511658,0.21394050121307373,1.5622622966766357
48,0.6460565328598022,0.757309079170227,0.7034226059913635,0.8176968097686768,0.8578869104385376,0.3484865725040436,0.8926339149475098,0.24082978069782257,0.0003000000142492354,1.4428437948226929,0.655654788017273,0.7398033142089844,0.6776785850524902,0.9160466194152832,0.8538690209388733,0.3621470630168915,0.9047619104385376,0.2157229334115982,1.5327930450439453
49,0.6561011672019958,0.7490900754928589,0.7134672403335571,0.78904789686203,0.8590773940086365,0.34465810656547546,0.8948660492897034,0.24359488487243652,0.0003000000142492354,1.4090003967285156,0.6529762148857117,0.7469165325164795,0.6705357432365417,0.9461963176727295,0.8815476298332214,0.29514437913894653,0.905654788017273,0.21085083484649658,1.5287694931030273
