epoch,age_output_accuracy,age_output_loss,emotion_output_accuracy,emotion_output_loss,ethnicity_output_accuracy,ethnicity_output_loss,gender_output_accuracy,gender_output_loss,learning_rate,loss,val_age_output_accuracy,val_age_output_loss,val_emotion_output_accuracy,val_emotion_output_loss,val_ethnicity_output_accuracy,val_ethnicity_output_loss,val_gender_output_accuracy,val_gender_output_loss,val_loss
0,0.3909970223903656,1.1211251020431519,0.16718749701976776,1.9853075742721558,0.7424107193946838,0.7352652549743652,0.797247052192688,0.5157270431518555,0.0003000000142492354,3.068220376968384,0.3806547522544861,1.097429633140564,0.1428571492433548,1.9459495544433594,0.7654761672019958,1.0568697452545166,0.7970238327980042,0.6739922165870667,3.225334644317627
1,0.4203869104385376,1.0727016925811768,0.23876488208770752,1.8656703233718872,0.7528274059295654,0.6990939974784851,0.8072916865348816,0.4912807047367096,0.0003000000142492354,2.8989531993865967,0.3806547522544861,1.0959908962249756,0.1428571492433548,1.94606614112854,0.7654761672019958,1.0050599575042725,0.7970238327980042,0.6530853509902954,3.192547559738159
2,0.45476189255714417,1.0420722961425781,0.3250744044780731,1.712604284286499,0.7551339268684387,0.673781156539917,0.8064731955528259,0.4740390479564667,0.0003000000142492354,2.712742805480957,0.3806547522544861,1.0951898097991943,0.1428571492433548,1.946160912513733,0.7654761672019958,0.9547240138053894,0.7970238327980042,0.6307795643806458,3.16046404838562
3,0.47968751192092896,1.0149855613708496,0.39747023582458496,1.567821741104126,0.7553571462631226,0.6603795289993286,0.8065476417541504,0.4634844958782196,0.0003000000142492354,2.5445499420166016,0.3806547522544861,1.0938951969146729,0.1428571492433548,1.947048306465149,0.7654761672019958,0.8952575325965881,0.7970238327980042,0.6016709208488464,3.122274398803711
4,0.4995535612106323,0.994849443435669,0.4839285612106323,1.4081037044525146,0.7640625238418579,0.6348774433135986,0.811532735824585,0.4493349492549896,0.0003000000142492354,2.357767343521118,0.3806547522544861,1.0940641164779663,0.1428571492433548,1.9491701126098633,0.7654761672019958,0.818044126033783,0.7970238327980042,0.5740604400634766,3.0777571201324463
5,0.5078868865966797,0.9748267531394958,0.5532737970352173,1.2459431886672974,0.7701637148857117,0.6124154329299927,0.8124256134033203,0.44031772017478943,0.0003000000142492354,2.171659469604492,0.3806547522544861,1.0957516431808472,0.1428571492433548,1.9530906677246094,0.7654761672019958,0.7905162572860718,0.7970238327980042,0.5624291300773621,3.065192461013794
6,0.5333333611488342,0.9488352537155151,0.619940459728241,1.0821442604064941,0.7799851298332214,0.5876435041427612,0.815625011920929,0.43537637591362,0.0003000000142492354,1.9809963703155518,0.3806547522544861,1.1002264022827148,0.1428571492433548,1.9595319032669067,0.7654761672019958,0.7469452023506165,0.7970238327980042,0.5453281998634338,3.0471627712249756
7,0.5563988089561462,0.9199541807174683,0.6822916865348816,0.926805853843689,0.7971726059913635,0.5438583493232727,0.8149553537368774,0.4310046136379242,0.0003000000142492354,1.7880135774612427,0.3806547522544861,1.1084643602371216,0.1428571492433548,1.9660089015960693,0.7654761672019958,0.7215145826339722,0.7970238327980042,0.529779314994812,3.0403783321380615
8,0.5773809552192688,0.881058394908905,0.7253720164299011,0.809209406375885,0.8106398582458496,0.5120027661323547,0.817559540271759,0.41919460892677307,0.0003000000142492354,1.6314984560012817,0.3806547522544861,1.1125290393829346,0.1428571492433548,1.9700660705566406,0.7654761672019958,0.696759819984436,0.7970238327980042,0.5243436694145203,3.032425880432129
9,0.602529764175415,0.8513728380203247,0.7636160850524902,0.6997532248497009,0.8247767686843872,0.472396582365036,0.8184523582458496,0.414360374212265,0.0003000000142492354,1.4859464168548584,0.3806547522544861,1.1184563636779785,0.1428571492433548,1.9819918870925903,0.7654761672019958,0.6837829351425171,0.7970238327980042,0.5157105922698975,3.0383048057556152
